Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
5176,0,0.479115,77,1,0.228914,8149.0,11,0,1,0,1.0
5177,1,0.421924,33,2,0.743469,5435.0,8,0,0,0,1.0
5178,0,0.080919,26,0,0.055065,7371.0,9,0,2,1,1.0
5179,0,0.288692,50,0,2.129315,3566.0,10,0,0,0,2.0
5180,0,0.376661,52,0,0.502441,13900.0,7,0,1,1,0.0
5181,0,0.381548,55,0,0.067194,3570.0,9,0,2,0,4.0
5182,1,0.557358,45,1,2.326269,1025.0,7,0,3,0,0.0
5183,0,0.257444,49,0,0.374409,,7,0,3,0,0.0
5184,0,0.11755,57,0,0.336009,,4,0,4,0,0.0
5185,0,0.10484,66,0,0.388814,,7,0,1,0,0.0
5186,0,0.070304,24,0,0.335453,,2,0,0,0,0.0
5187,0,0.228176,46,0,1.32026,,5,0,1,0,0.0
5188,0,0.075984,54,98,0.543202,8571.0,10,0,0,0,1.0
5189,0,0.127794,39,0,0.384268,6066.0,11,0,1,0,0.0
5190,1,0.30174,76,0,0.437139,,12,0,2,0,1.0
5191,0,0.259241,43,0,2.811369,2106.0,7,0,2,0,1.0
5192,0,0.082746,51,0,0.287725,858.0,11,0,2,0,2.0
5193,0,0.111205,59,0,0.577372,5380.0,9,0,1,0,0.0
5194,0,0.267555,43,0,0.192797,9280.0,11,0,0,0,0.0
5195,0,11.226009,26,0,2.850989,4506.0,4,0,1,0,0.0
5196,0,0.35891,45,1,0.290878,,8,0,1,0,1.0
5197,0,0.476131,66,0,4.002924,7126.0,11,0,2,0,1.0
5198,0,0.314421,47,0,10.0,4597.0,7,0,0,0,2.0
5199,0,0.700175,40,0,1.483772,18931.0,14,0,0,0,1.0
5200,0,0.322631,64,0,0.285965,13176.0,5,0,1,0,2.0
5201,0,0.538082,47,1,0.200607,10589.0,3,0,2,0,2.0
5202,0,6.630949,44,0,2.646246,9010.0,7,0,1,0,0.0
5203,0,0.579239,54,0,0.896134,1750.0,9,0,1,0,0.0
5204,0,0.049018,62,0,0.628297,8353.0,6,0,2,0,1.0
5205,0,0.130568,85,0,1.189016,6641.0,13,0,1,0,1.0
5206,0,0.113744,63,1,0.206325,7983.0,9,0,1,0,0.0
5207,0,0.187593,68,2,0.489231,7288.0,12,0,2,0,1.0
5208,0,0.040497,44,0,0.201721,,7,0,1,0,0.0
5209,0,0.284592,37,1,0.985267,42646.0,6,0,2,0,0.0
5210,0,0.352639,52,0,1.420651,,8,0,0,0,0.0
5211,0,0.189817,53,0,2.440132,10394.0,4,0,0,0,0.0
5212,0,0.104986,36,0,0.298486,3371.0,8,0,1,0,1.0
5213,0,9.10792,49,0,2.184866,,10,0,0,0,0.0
5214,0,0.538265,57,0,0.079966,10419.0,5,0,0,0,0.0
5215,0,0.253165,57,0,0.172306,6578.0,6,0,0,0,0.0
5216,0,0.829226,59,0,1.375688,18683.0,5,0,0,0,1.0
5217,0,0.380188,56,1,1.2289,2422.0,10,0,1,0,0.0
5218,0,0.083579,44,5,1.04026,3328.0,8,0,0,0,0.0
5219,1,0.038343,44,0,0.094605,5824.0,6,0,0,0,0.0
5220,0,0.515051,35,0,2.275513,9943.0,12,0,0,0,0.0
5221,0,0.067626,76,0,0.93035,5673.0,11,0,0,0,0.0
5222,0,0.347765,52,0,0.799833,,10,0,1,0,2.0
5223,0,0.626491,48,0,1.544118,2894.0,13,0,1,0,1.0
5224,0,0.263629,38,0,0.379193,1973.0,7,0,1,0,0.0
5225,0,0.456305,90,0,2.756978,,11,0,2,0,1.0
5226,0,0.071314,36,0,0.887906,4620.0,3,0,3,0,
5227,0,11.439595,45,0,1.020914,7587.0,7,0,1,0,0.0
5228,0,0.26043,57,1,1.646895,4808.0,8,0,0,0,1.0
5229,0,0.122361,60,0,0.084809,,9,0,0,0,0.0
5230,0,0.519681,65,0,0.374951,4628.0,4,0,0,0,0.0
5231,0,0.279932,77,0,0.408538,5029.0,7,0,1,0,1.0
5232,0,0.099678,59,0,0.28494,3850.0,12,0,0,0,0.0
5233,0,0.289603,37,0,0.88766,4177.0,6,0,2,0,2.0
5234,0,0.273059,48,1,0.404409,3558.0,5,0,3,0,0.0
5235,0,0.202488,56,0,1.763656,,9,0,0,0,1.0
5236,0,0.111711,80,0,0.867211,,14,0,1,0,0.0
5237,0,0.124992,32,0,0.272131,29893.0,10,0,2,0,2.0
5238,0,0.373051,68,1,0.838369,5589.0,8,0,0,0,0.0
5239,0,0.321633,54,0,0.183639,3163.0,3,0,1,1,1.0
5240,0,0.043335,63,0,0.149014,41628.0,15,0,0,0,3.0
5241,0,0.384939,50,0,0.456571,,6,0,1,0,0.0
5242,1,0.3006,40,1,1.206731,10851.0,5,0,2,1,0.0
5243,0,0.16652,62,0,1.284768,7892.0,9,0,0,0,0.0
5244,0,0.106581,61,1,1.335631,8090.0,14,0,1,0,
5245,1,0.248163,65,0,0.323269,7544.0,7,0,1,0,0.0
5246,0,0.475619,51,0,0.311079,2035.0,7,0,0,0,0.0
5247,0,0.266291,43,0,0.033325,6594.0,11,0,0,0,0.0
5248,0,0.320932,30,0,0.111073,1702.0,6,0,1,0,1.0
5249,0,0.106002,63,0,4.797314,4274.0,12,1,1,0,1.0
5250,0,0.083628,57,0,0.681143,2750.0,7,0,1,0,2.0
5251,0,0.408272,38,0,0.361186,6541.0,9,0,0,0,1.0
5252,0,0.401027,44,0,1.721485,6420.0,15,0,0,0,0.0
5253,1,0.313017,45,0,1.086363,7222.0,11,0,1,0,1.0
5254,0,0.146962,31,0,0.915769,6184.0,13,0,1,0,0.0
5255,0,0.132176,40,0,0.379119,3024.0,5,0,1,0,0.0
5256,0,0.138226,36,1,0.559095,3988.0,13,0,1,0,0.0
5257,0,0.539769,46,0,1.342778,10263.0,6,0,0,0,0.0
5258,0,0.409086,41,0,2.112158,11548.0,10,0,0,0,1.0
5259,0,0.182731,29,0,0.536268,1963.0,8,0,0,0,0.0
5260,0,0.177541,80,1,1.333332,1444.0,6,0,3,0,0.0
5261,0,0.235571,69,0,0.083275,,12,0,1,0,0.0
5262,0,0.411197,41,0,0.242271,11340.0,7,0,1,0,0.0
5263,1,0.25414,55,0,0.409117,,5,1,0,0,1.0
5264,0,0.362641,57,0,0.16821,2345.0,12,0,1,1,0.0
5265,0,9.514228,68,0,0.348286,6284.0,9,0,2,0,2.0
5266,0,0.496767,40,1,10.0,21323.0,7,0,0,0,0.0
5267,0,0.338535,67,0,5.675373,6851.0,8,0,1,0,0.0
5268,0,2.877117,44,0,0.134352,15324.0,14,0,0,0,0.0
5269,0,0.520159,33,0,0.453981,,12,1,1,1,0.0
5270,0,0.273289,62,2,0.404274,2372.0,8,0,2,0,1.0
5271,0,0.091029,70,0,0.281673,4221.0,4,0,1,0,1.0
5272,0,0.449456,88,0,0.121996,5053.0,5,0,2,0,1.0
5273,0,0.433825,35,0,0.522369,,15,0,0,0,
5274,0,0.360831,61,0,0.230475,10229.0,12,0,0,0,0.0
5275,0,0.258881,46,0,0.127332,6815.0,11,0,0,1,1.0
5276,0,0.19589,62,0,0.272108,469.0,6,0,1,0,0.0
5277,0,0.296265,31,0,2.444748,,15,0,0,0,1.0
5278,1,0.300353,34,0,0.327073,854.0,9,0,2,3,1.0
5279,0,0.464804,41,0,0.319422,5654.0,11,0,3,0,0.0
5280,0,0.450507,53,0,0.621157,5957.0,7,0,0,0,1.0
5281,0,0.157997,43,0,2.203528,6164.0,13,1,1,0,0.0
5282,0,0.212274,61,0,0.110904,2282.0,2,0,0,0,1.0
5283,0,0.23756,66,98,1.254794,8428.0,9,0,1,0,1.0
5284,1,0.308633,60,0,0.764228,8716.0,8,2,0,0,1.0
5285,0,0.323131,74,0,1.745635,1800.0,10,2,3,0,1.0
5286,0,0.097752,57,0,1.266662,,4,0,2,0,2.0
5287,0,0.341924,34,0,5.926497,4914.0,11,0,2,0,0.0
5288,0,0.161651,71,0,0.302675,20607.0,9,0,0,0,1.0
5289,0,0.184337,43,0,0.210739,19144.0,6,0,1,0,0.0
5290,0,0.236091,64,0,0.275853,,5,0,0,0,0.0
5291,0,0.212802,74,0,0.842339,2740.0,9,0,0,0,2.0
5292,0,0.145895,58,0,2.426131,9991.0,2,0,1,0,2.0
5293,0,0.38741,31,0,3.370133,3422.0,6,0,0,0,
5294,0,0.135298,39,5,0.296671,,7,2,0,0,2.0
5295,0,0.400441,70,0,5.076899,884.0,8,0,1,0,0.0
5296,0,0.170518,49,0,0.816194,,6,0,1,0,2.0
5297,0,0.032498,53,0,0.563737,2969.0,12,0,2,0,1.0
5298,0,0.278638,62,0,0.563181,5308.0,9,0,2,0,3.0
5299,0,9.543908,61,0,3.051651,780.0,9,0,2,0,1.0
5300,0,0.320944,55,0,0.204373,5629.0,6,0,1,0,0.0
5301,0,0.136396,49,0,0.945784,702.0,6,0,1,0,0.0
5302,0,2.907366,47,0,0.744667,11735.0,11,0,1,0,0.0
5303,0,0.233155,64,1,0.123331,7461.0,6,1,2,0,1.0
5304,0,0.418634,59,0,0.026458,3932.0,6,0,1,1,
5305,0,0.400805,48,0,0.688792,7709.0,7,0,2,0,0.0
5306,0,0.107811,67,0,0.138396,2247.0,10,0,1,1,0.0
5307,0,0.092157,50,0,0.436208,,7,0,2,0,1.0
5308,0,0.026616,40,0,0.570936,9281.0,6,0,1,0,0.0
5309,0,0.431789,41,0,0.079802,413.0,6,0,0,0,
5310,0,0.143121,38,0,0.486621,,7,0,1,0,0.0
5311,0,0.083186,48,0,0.315894,4826.0,8,0,1,0,3.0
5312,0,0.365842,69,0,0.3117,4200.0,12,0,1,98,0.0
5313,0,0.266282,40,0,0.335339,15767.0,7,0,2,0,1.0
5314,0,0.064584,54,0,0.377656,1999.0,4,0,1,0,0.0
5315,0,0.12022,42,0,0.168954,,8,0,0,0,0.0
5316,0,0.744061,48,0,10.0,1061.0,7,0,1,0,2.0
5317,0,0.578767,30,1,0.078033,,12,0,0,0,0.0
5318,1,0.504258,48,0,0.991374,4035.0,6,2,0,0,1.0
5319,0,0.273466,49,0,0.412045,,11,0,1,0,0.0
5320,0,0.331796,59,0,0.233808,4712.0,11,0,0,0,1.0
5321,0,0.331318,55,0,1.22345,8176.0,7,0,2,0,1.0
5322,0,0.389467,35,0,2.170491,6489.0,6,0,0,0,0.0
5323,0,0.185605,67,0,0.734458,,11,0,1,0,0.0
5324,0,0.468671,54,0,0.720814,7066.0,7,0,0,0,0.0
5325,0,0.329873,54,0,0.786211,3387.0,6,0,0,0,4.0
5326,0,0.032258,51,0,0.460342,3136.0,9,0,0,0,1.0
5327,0,0.317778,44,0,1.422792,3589.0,5,0,1,98,0.0
5328,0,0.458711,55,0,0.145843,1478.0,8,0,2,0,1.0
5329,0,0.238564,58,0,0.132771,5074.0,7,0,0,0,0.0
5330,0,0.098152,27,0,2.277393,9198.0,4,0,0,0,1.0
5331,0,0.016885,44,0,0.072247,,8,0,0,0,1.0
5332,0,0.596956,48,0,0.439392,2576.0,6,0,3,0,0.0
5333,0,0.189317,55,0,0.129768,16527.0,7,0,2,0,1.0
5334,0,0.277328,68,0,0.482089,1569.0,6,0,1,0,2.0
5335,0,0.580357,41,0,0.300988,939.0,9,0,1,0,0.0
5336,0,0.363527,45,0,1.856351,1954.0,7,0,1,0,0.0
5337,0,0.226357,44,2,4.877446,1433.0,13,0,0,0,0.0
5338,0,0.49939,40,0,0.15735,6694.0,10,0,1,0,2.0
5339,0,0.110204,47,0,0.218809,3682.0,9,0,3,0,1.0
5340,0,0.157055,62,0,0.329615,,7,0,0,0,0.0
5341,0,0.088931,37,5,0.474756,,3,0,0,0,0.0
5342,0,0.215909,57,0,1.726599,2826.0,7,0,3,0,
5343,0,0.11569,28,0,0.179248,9136.0,4,2,0,0,0.0
5344,0,0.721866,44,0,0.438013,16466.0,7,0,2,0,0.0
5345,1,0.074383,47,1,0.454276,3413.0,4,0,2,0,1.0
5346,0,0.08524,75,0,0.352451,8862.0,9,0,2,0,1.0
5347,0,0.127929,48,0,1.237462,4050.0,9,0,0,0,0.0
5348,0,0.616925,21,0,0.452879,,7,0,3,96,0.0
5349,0,0.097102,24,0,0.084822,1398.0,6,0,0,0,0.0
5350,0,0.214928,52,0,0.119484,1317.0,9,0,1,0,0.0
5351,1,0.112497,60,0,0.524445,,9,0,1,0,0.0
5352,0,0.126556,57,98,5.400676,,8,0,1,0,0.0
5353,0,0.395142,54,0,1.135537,3250.0,8,0,1,0,
5354,0,8.844946,68,0,1.934233,4123.0,8,0,0,0,1.0
5355,0,0.606004,44,0,0.579564,,15,0,4,0,3.0
5356,0,0.153065,64,0,0.617072,3547.0,9,0,0,0,0.0
5357,1,0.587738,29,0,0.815503,2542.0,11,0,0,0,0.0
5358,0,0.083398,39,0,0.65189,,9,0,3,0,0.0
5359,0,0.145785,26,2,0.765458,,9,0,0,0,0.0
5360,0,0.11941,48,0,2.239455,,5,0,2,1,4.0
5361,0,0.252363,51,0,0.671453,1352.0,5,0,1,0,0.0
5362,0,0.145459,53,0,0.543335,5195.0,6,0,0,0,1.0
5363,0,0.402839,52,0,4.220628,,13,0,0,0,0.0
5364,0,0.447366,39,0,1.113829,10646.0,8,0,0,0,
5365,0,0.380861,49,0,0.071495,1543.0,13,0,2,0,1.0
5366,0,0.112875,31,1,0.226028,3185.0,8,0,2,0,0.0
5367,0,0.245634,71,0,0.125254,20959.0,5,0,0,0,0.0
5368,0,0.317605,47,0,1.150654,2317.0,9,0,3,0,0.0
5369,0,0.30121,45,0,2.940711,4067.0,8,0,2,0,2.0
5370,1,0.082434,74,0,1.563881,1858.0,8,0,1,0,1.0
5371,0,0.040713,34,0,0.512817,,6,0,0,0,0.0
5372,0,0.183493,36,0,4.960979,16947.0,13,0,0,0,1.0
5373,0,0.037626,36,0,0.867651,5635.0,7,0,0,0,1.0
5374,0,0.531371,51,0,1.809745,5469.0,10,0,3,0,0.0
5375,0,0.238115,58,0,0.974409,,8,0,1,0,1.0
5376,0,0.380353,62,2,0.162906,6548.0,7,0,2,0,1.0
5377,0,0.292219,88,0,0.377612,12406.0,6,0,1,0,0.0
5378,0,0.166141,21,1,1.103794,12327.0,2,0,1,0,2.0
5379,0,0.059527,60,2,0.91866,,11,0,1,0,0.0
5380,0,0.209372,44,0,0.502997,,10,0,0,0,
5381,0,0.256128,43,0,0.368217,6313.0,9,0,3,0,0.0
5382,0,0.210919,43,2,1.235899,8383.0,7,0,0,0,1.0
5383,0,0.486418,39,0,1.997752,1169.0,6,0,0,0,0.0
5384,0,0.428569,75,0,0.839302,2004.0,7,0,0,0,0.0
5385,0,0.397864,63,0,4.135453,10001.0,6,0,1,0,2.0
5386,0,5.002404,52,1,2.535224,,9,3,1,0,0.0
5387,0,0.186914,70,0,0.352489,1423.0,8,0,1,0,1.0
5388,0,0.37684,30,0,1.553395,9283.0,4,0,2,0,1.0
5389,0,0.58369,33,0,10.0,5304.0,8,0,2,0,0.0
5390,0,0.210054,21,0,0.23193,9180.0,10,0,0,0,0.0
5391,0,0.402009,42,0,1.258982,2958.0,5,0,0,0,0.0
5392,0,0.372017,54,0,0.079996,8234.0,10,0,3,0,0.0
5393,0,0.273236,53,0,1.478151,,5,0,0,0,2.0
5394,0,0.200711,54,1,1.832547,3710.0,12,0,4,1,2.0
5395,0,0.398204,32,0,0.565858,,7,0,1,0,1.0
5396,0,0.173799,63,0,0.429827,2925.0,5,0,1,0,0.0
5397,0,0.188031,55,1,0.606602,18422.0,11,0,1,0,0.0
5398,0,0.151375,62,0,0.145322,4463.0,8,3,1,0,0.0
5399,1,0.432572,25,0,0.408041,2350.0,6,0,2,0,1.0
5400,0,0.224791,56,0,0.53584,,13,0,2,0,0.0
5401,0,0.437311,35,0,1.588377,5439.0,3,0,1,0,0.0
5402,0,0.126948,46,0,0.039237,8979.0,13,0,1,0,0.0
5403,0,0.331321,59,0,0.754048,1688.0,15,0,1,0,3.0
5404,0,0.420399,53,0,0.219659,21549.0,7,0,2,0,1.0
5405,0,0.389064,40,0,0.640251,6291.0,8,0,1,0,0.0
5406,0,0.187529,52,1,6.864468,7137.0,10,0,2,0,0.0
5407,0,0.493034,30,0,0.328697,4547.0,9,0,0,0,0.0
5408,0,0.218886,68,0,0.120344,,8,0,1,0,1.0
5409,0,0.199434,49,0,0.088477,4365.0,9,0,0,0,1.0
5410,0,0.586391,67,0,0.71263,,12,0,2,0,0.0
5411,0,0.287353,44,0,2.678127,4883.0,9,0,1,0,
5412,0,0.148889,44,0,0.082939,9078.0,3,0,0,0,0.0
5413,0,0.096001,41,0,1.430878,3473.0,7,0,0,0,1.0
5414,0,0.255102,64,0,0.270395,5747.0,4,0,2,0,1.0
5415,0,0.094804,42,0,0.588118,2583.0,5,0,3,0,0.0
5416,0,0.435824,61,0,3.045531,13006.0,7,0,3,0,1.0
5417,0,1.677324,46,0,0.418287,,9,0,1,0,1.0
5418,0,0.196388,24,0,1.078485,3789.0,8,0,0,0,1.0
5419,0,0.115051,44,0,0.29033,3820.0,7,0,0,0,0.0
5420,0,0.093395,35,0,0.431777,3702.0,16,0,0,0,2.0
5421,0,0.344613,52,0,0.554113,8760.0,4,0,0,0,2.0
5422,0,0.089469,35,0,0.453082,3814.0,7,0,1,0,1.0
5423,0,0.302223,64,0,0.049749,14990.0,16,0,0,0,0.0
5424,0,3.717781,50,0,0.689596,2553.0,12,0,0,0,0.0
5425,0,0.101404,49,0,1.234549,5627.0,9,0,0,0,3.0
5426,0,0.735949,61,0,0.717112,,11,0,3,0,0.0
5427,0,0.162148,65,0,1.738551,6882.0,4,98,0,0,1.0
5428,0,0.15037,51,0,0.873111,4852.0,10,0,3,0,1.0
5429,0,0.469917,41,1,0.114487,4341.0,1,0,1,0,1.0
5430,0,0.250646,27,0,0.370799,12718.0,4,0,4,0,0.0
5431,0,0.160917,42,0,0.188779,2911.0,7,0,0,2,1.0
5432,0,0.358673,43,0,0.026462,7857.0,12,0,0,2,0.0
5433,0,0.370305,53,0,2.087184,2656.0,7,0,2,0,0.0
5434,0,0.471453,47,0,10.0,5378.0,10,0,0,0,1.0
5435,0,0.05799,61,0,0.270043,1888.0,8,0,0,0,1.0
5436,0,0.230625,43,0,0.769394,2892.0,14,0,0,0,0.0
5437,0,0.112237,51,0,0.201791,4602.0,11,0,0,0,0.0
5438,0,0.270644,68,0,0.791695,,6,1,1,0,1.0
5439,0,0.050871,56,0,2.633409,5327.0,10,0,1,0,0.0
5440,0,0.293237,51,0,1.10874,18466.0,3,0,2,0,0.0
5441,0,0.341588,43,0,2.031733,5862.0,8,0,2,0,0.0
5442,0,0.209622,43,0,3.591999,3605.0,5,0,1,0,0.0
5443,0,0.236735,40,1,4.841512,16839.0,11,0,2,0,1.0
5444,0,0.26031,44,0,0.887703,6971.0,9,1,2,0,0.0
5445,0,0.101211,62,0,0.218165,2938.0,5,0,2,0,2.0
5446,0,0.150208,48,0,0.280196,7161.0,5,0,1,0,1.0
5447,0,0.051656,33,0,0.507134,3889.0,3,0,0,0,2.0
5448,0,0.286146,76,0,0.43705,,8,0,1,1,0.0
5449,0,0.365241,56,0,0.112803,10391.0,9,0,1,0,0.0
5450,0,0.143988,32,0,0.593306,11801.0,10,0,0,0,0.0
5451,0,0.273606,45,0,0.709455,21383.0,13,0,1,0,0.0
5452,0,0.155397,53,0,0.206068,6889.0,7,0,2,0,0.0
5453,0,0.033002,75,0,0.56572,4027.0,6,0,1,0,0.0
5454,0,0.4442,36,0,0.148823,9585.0,8,0,1,0,1.0
5455,0,0.184862,65,0,0.813741,9699.0,7,0,1,0,0.0
5456,0,0.237352,71,0,0.225761,18226.0,8,0,0,0,0.0
5457,0,0.263352,43,0,0.895782,4742.0,8,0,1,0,1.0
5458,0,0.049178,48,0,1.253882,4305.0,8,0,0,0,0.0
5459,0,0.44802,37,0,1.589059,2772.0,10,0,1,0,1.0
5460,0,0.391218,49,0,5.079577,7555.0,11,0,0,0,0.0
5461,0,0.157668,51,0,1.064691,1424.0,8,0,2,0,0.0
5462,0,0.264639,61,1,0.577177,9144.0,11,0,0,0,0.0
5463,0,0.257497,67,98,1.846061,7865.0,7,0,0,0,0.0
5464,0,0.05489,41,0,0.090974,7848.0,11,0,1,1,0.0
5465,0,0.202719,24,0,0.363049,5489.0,11,0,2,0,2.0
5466,0,0.055171,51,4,0.339986,16753.0,5,0,0,0,0.0
5467,0,0.238219,56,1,0.237981,9873.0,4,0,2,0,1.0
5468,0,0.0565,55,0,0.469555,3024.0,5,0,0,0,1.0
5469,0,0.402823,47,0,7.463809,,12,0,1,1,3.0
5470,0,0.406933,53,0,0.463319,2431.0,12,0,2,0,0.0
5471,0,0.215447,73,0,1.120421,7639.0,9,0,0,0,2.0
5472,0,0.243894,57,1,0.224785,,8,0,2,1,0.0
5473,0,0.404524,46,0,0.244333,11692.0,14,0,0,0,1.0
5474,0,0.260246,44,0,0.200222,14162.0,9,0,1,0,1.0
5475,0,0.064183,49,0,0.249043,2432.0,8,0,1,0,0.0
5476,0,0.320542,74,0,3.66255,4236.0,9,0,2,0,0.0
5477,0,0.28571,49,0,0.379262,,10,0,2,0,1.0
5478,0,0.071847,51,0,0.243065,,4,0,4,0,3.0
5479,0,0.401908,45,0,1.053459,17809.0,9,0,2,0,1.0
5480,0,0.212838,67,0,0.687498,1276.0,10,0,2,0,1.0
5481,0,0.141011,79,0,4.673418,3810.0,10,0,1,0,1.0
5482,0,0.054807,58,0,0.933624,3972.0,7,0,3,0,1.0
5483,0,0.396896,53,0,3.315047,1602.0,5,0,0,0,0.0
5484,0,0.46806,52,0,0.150251,,6,0,1,0,0.0
5485,0,0.330591,21,0,0.536558,6920.0,3,0,0,0,0.0
5486,0,0.319039,62,1,1.452959,,2,0,2,0,0.0
5487,0,0.271416,53,1,0.269218,1428.0,5,0,1,0,0.0
5488,0,0.3923,57,0,0.677342,48984.0,4,0,1,0,0.0
5489,0,0.555155,42,0,0.147014,6081.0,11,0,2,0,0.0
5490,0,0.049535,46,0,0.568687,5374.0,12,0,1,0,0.0
5491,0,0.13743,46,0,0.104793,2041.0,5,0,0,0,0.0
5492,0,0.153709,66,0,0.239745,6054.0,10,0,0,0,1.0
5493,0,0.126922,46,0,0.131472,4309.0,11,0,1,0,2.0
5494,0,0.181779,81,0,0.464231,,8,0,0,0,4.0
5495,0,0.137443,58,0,1.136667,2087.0,10,1,3,0,0.0
5496,0,0.53469,34,0,0.116329,,2,0,2,0,0.0
5497,0,0.26192,50,0,1.072496,23276.0,5,0,2,0,0.0
5498,0,0.121759,42,0,0.292516,6592.0,7,0,0,0,0.0
5499,0,0.111835,21,0,0.047169,,8,0,0,98,0.0
5500,0,0.167824,74,1,1.500304,4338.0,5,0,1,1,0.0
5501,0,0.296273,61,0,0.959041,4585.0,7,0,1,0,0.0
5502,0,0.223386,59,0,0.383244,11763.0,8,0,2,0,1.0
5503,0,0.280213,54,0,1.70105,18587.0,7,0,1,0,0.0
5504,0,0.029313,32,0,7.462286,13917.0,6,0,2,0,0.0
5505,0,0.368058,45,0,0.691497,,6,0,1,0,1.0
5506,0,0.41613,63,0,2.487698,4658.0,10,0,1,0,0.0
5507,0,0.499494,37,2,0.085257,6136.0,7,0,2,0,2.0
5508,0,0.485919,21,0,0.979301,,7,0,0,0,1.0
5509,0,0.311209,48,0,1.062438,,13,0,0,0,0.0
5510,0,0.511824,50,3,1.040111,9475.0,11,0,1,0,1.0
5511,0,0.024683,53,0,0.111566,10962.0,8,0,1,0,2.0
5512,1,0.120575,62,0,0.312423,,8,0,2,2,0.0
5513,0,0.460858,60,0,0.88507,3776.0,7,0,1,0,0.0
5514,0,0.257754,55,0,0.555908,1650.0,9,0,1,0,1.0
5515,0,0.516548,68,1,0.398206,,5,0,0,0,0.0
5516,0,0.189718,30,0,1.331813,,9,0,1,0,1.0
5517,0,0.427583,59,0,0.264732,3355.0,9,0,0,0,0.0
5518,0,0.371828,60,2,0.37639,8514.0,12,0,1,0,1.0
5519,0,0.210701,34,3,1.204007,8574.0,12,0,0,0,0.0
5520,0,0.040119,30,0,2.362994,5728.0,10,0,0,0,0.0
5521,0,0.15873,41,0,0.866019,,4,0,3,0,1.0
5522,0,0.201298,42,0,4.182893,2347.0,10,0,0,0,1.0
5523,0,0.473742,62,0,4.010286,792.0,10,0,3,0,0.0
5524,0,0.239754,43,0,5.106692,,6,0,2,0,0.0
5525,0,6.620587,40,0,0.180287,3596.0,5,0,1,0,0.0
5526,0,0.325324,43,0,0.542641,11824.0,8,0,0,0,2.0
5527,0,0.086013,67,0,0.713604,,8,0,2,1,1.0
5528,0,0.4106,52,2,0.181143,3244.0,18,0,2,0,0.0
5529,0,0.412934,49,0,0.477995,,10,0,2,0,1.0
5530,0,0.639609,50,0,0.265053,8311.0,10,0,1,0,0.0
5531,0,0.457146,70,0,0.045937,,8,0,2,0,1.0
5532,0,0.43673,41,0,0.170174,11507.0,7,0,1,0,2.0
5533,1,0.429206,70,2,0.626385,7981.0,11,0,1,0,0.0
5534,0,0.278935,54,1,4.669743,1509.0,8,2,2,0,0.0
5535,0,0.145316,49,0,0.125939,3709.0,10,0,1,0,1.0
5536,0,0.168921,87,1,2.670775,23338.0,10,0,0,0,1.0
5537,0,0.221201,37,0,0.606907,12058.0,6,0,2,0,4.0
5538,0,0.30284,47,0,0.516192,1436.0,10,0,1,0,0.0
5539,0,0.109707,34,5,0.221982,4700.0,11,0,2,0,1.0
5540,0,0.233934,65,0,0.355612,6571.0,8,0,1,0,1.0
5541,0,0.288263,75,0,0.446521,,3,0,2,96,0.0
5542,0,0.349995,75,0,1.459716,774.0,7,0,2,0,0.0
5543,0,0.27603,69,0,0.503782,,10,0,0,0,0.0
5544,0,0.322941,49,0,5.197568,2617.0,13,0,1,0,2.0
5545,0,0.135436,46,0,0.151107,,7,0,1,0,0.0
5546,0,0.446114,28,0,3.513634,3700.0,4,0,0,0,0.0
5547,0,0.064144,80,0,0.257321,4416.0,12,0,0,0,0.0
5548,0,0.122775,58,0,0.290084,4879.0,7,0,2,0,1.0
5549,0,0.35818,45,0,0.995252,2423.0,5,0,0,0,0.0
5550,0,0.300565,70,0,0.14903,4120.0,6,0,1,0,2.0
5551,0,0.093782,38,0,4.023592,1204.0,6,0,1,0,1.0
5552,0,0.351725,57,0,0.527962,6303.0,13,0,0,0,2.0
5553,1,0.162078,49,0,0.701771,500.0,8,0,0,0,0.0
5554,0,0.070828,60,1,0.627065,3898.0,5,0,1,0,1.0
5555,0,0.133516,51,1,1.912513,,5,0,0,0,1.0
5556,0,0.091088,31,0,0.22851,,9,3,0,0,0.0
5557,0,0.03707,53,0,0.14321,8717.0,7,0,1,0,
5558,0,0.40685,66,0,0.762077,12389.0,7,0,1,0,0.0
5559,0,0.115951,51,0,0.52036,348.0,12,0,2,0,0.0
5560,0,0.348147,62,0,0.37341,4354.0,8,0,2,0,2.0
5561,0,0.578431,37,0,1.886003,492.0,13,0,1,0,1.0
5562,0,0.044397,51,0,0.396737,4471.0,10,0,3,0,0.0
5563,0,0.339368,43,1,0.113945,4886.0,12,0,0,0,1.0
5564,0,0.247593,62,0,10.0,674.0,7,0,0,0,1.0
5565,0,0.167376,52,0,0.247865,22922.0,12,0,1,0,0.0
5566,0,0.593992,61,1,1.258598,6178.0,6,0,1,0,2.0
5567,0,0.437984,67,2,0.522076,,6,0,1,0,2.0
5568,0,0.631246,61,1,0.029943,15871.0,5,0,3,2,0.0
5569,0,0.231756,55,1,0.237207,1168.0,10,0,1,0,0.0
5570,0,0.408553,38,0,0.475202,1838.0,5,0,2,98,
